address,addressCity,Zipcode,area,baths,beds,soldPrice,zestimate,latitude,longitude,livingArea,rentZestimate,daysOnZillow,homeType,median_income,bus_stops_1km,police_beat,restaurants_nearby,cafes_nearby,schools_nearby,parks_nearby,gyms_nearby,supermarkets_nearby,drive_to_uiuc_main_quad_min,drive_to_downtown_champaign_min,drive_to_carle_hospital_min,drive_to_memorial_stadium_min,drive_to_willard_airport_min
"1409 Kings Way, Champaign, IL 61821",Champaign,61821,912,1.0,3.0,"$47,500",99200,40.144688,-88.27155,912,1672,921,SINGLE_FAMILY,54293.0,27.0,,1.0,1.0,3.0,0.0,0.0,1.0,14.233333333333333,10.75,12.033333333333333,15.25,18.116666666666667
"2014 Boudreau Dr, Urbana, IL 61801",Urbana,61801,1903,2.0,3.0,"$280,000",282800,40.092445,-88.20734,1903,2612,111,SINGLE_FAMILY,154570.0,43.0,,0.0,0.0,3.0,8.0,0.0,0.0,9.633333333333333,11.433333333333334,6.566666666666666,4.966666666666667,14.55
"501 Sunflower St, Savoy, IL 61874",Savoy,61874,1888,3.0,4.0,"$452,000",457700,40.058327,-88.24291,1888,2496,111,SINGLE_FAMILY,150129.0,5.0,,5.0,0.0,2.0,2.0,1.0,1.0,13.033333333333333,12.55,12.25,7.4,7.516666666666667
"610 E Burkwood Ct, Urbana, IL 61801",Urbana,61801,1872,2.0,4.0,"$250,000",253400,40.096764,-88.200035,1872,2248,116,SINGLE_FAMILY,51626.0,64.0,,6.0,1.0,6.0,3.0,2.0,1.0,9.883333333333333,11.683333333333334,6.25,5.216666666666667,16.633333333333333
"110 Sunflower St, Savoy, IL 61874",Savoy,61874,2042,4.0,4.0,"$420,000",425200,40.05953,-88.24833,2042,2771,116,SINGLE_FAMILY,150129.0,3.0,,5.0,0.0,3.0,5.0,2.0,1.0,14.183333333333334,13.3,13.383333333333333,8.55,7.783333333333333
"2013 Vawter St, Urbana, IL 61801",Urbana,61801,1260,2.0,3.0,"$125,000",126400,40.092567,-88.1921,1260,1546,118,CONDO,37156.0,47.0,,6.0,1.0,7.0,4.0,2.0,2.0,12.45,13.966666666666667,8.416666666666666,7.5,15.933333333333334
"1204 S Carle Ave, Urbana, IL 61801",Urbana,61801,1456,1.0,3.0,"$285,000",288100,40.102364,-88.2117,1456,1547,119,SINGLE_FAMILY,170972.0,55.0,,12.0,5.0,6.0,10.0,2.0,0.0,7.75,10.8,5.116666666666666,4.116666666666666,15.983333333333333
"506 E Shurts St, Urbana, IL 61801",Urbana,61801,1316,2.0,4.0,"$260,000",253500,40.086452,-88.20144,1316,1821,119,SINGLE_FAMILY,63696.0,36.0,,0.0,0.0,1.0,5.0,0.0,0.0,10.766666666666667,12.383333333333333,7.5,6.466666666666667,13.866666666666667
"905 E Delaware Ave, Urbana, IL 61801",Urbana,61801,1049,1.0,2.0,"$157,500",159300,40.09895,-88.19716,1049,1176,120,SINGLE_FAMILY,84474.0,51.0,,8.0,1.0,7.0,3.0,2.0,1.0,9.916666666666666,12.183333333333334,6.583333333333333,5.716666666666667,17.133333333333333
"1706 Eagle Ridge Rd, Urbana, IL 61802",Urbana,61802,2169,3.0,4.0,"$395,000",399400,40.089993,-88.18624,2169,2736,120,SINGLE_FAMILY,53790.0,32.0,,7.0,2.0,6.0,3.0,3.0,2.0,12.666666666666666,14.466666666666667,8.983333333333333,8.016666666666667,16.466666666666665
"1515 Lincolnwood Dr, Urbana, IL 61802",Urbana,61802,1141,2.0,4.0,"$165,500",153500,40.099487,-88.18518,1141,1656,123,SINGLE_FAMILY,55684.0,45.0,,7.0,1.0,5.0,4.0,3.0,1.0,11.516666666666667,13.333333333333334,7.25,6.866666666666666,17.5
"1501 Lincolnwood Dr, Urbana, IL 61802",Urbana,61802,1087,1.0,3.0,"$165,000",167000,40.10062,-88.185875,1087,1587,123,SINGLE_FAMILY,55684.0,47.0,,8.0,1.0,5.0,4.0,3.0,1.0,11.066666666666666,13.55,7.033333333333333,7.083333333333333,17.716666666666665
"810 W Florida Ave, Urbana, IL 61801",Urbana,61801,2116,2.0,4.0,"$315,000",326800,40.098446,-88.218636,2116,2348,124,SINGLE_FAMILY,9604.0,39.0,,14.0,4.0,3.0,13.0,1.0,0.0,6.55,8.35,4.566666666666666,1.8833333333333333,13.733333333333333
"2010 S Cottage Grove Ave, Urbana, IL 61801",Urbana,61801,1852,3.0,4.0,"$294,000",297400,40.0921,-88.19538,1852,2137,124,SINGLE_FAMILY,37156.0,53.0,,6.0,1.0,5.0,3.0,2.0,2.0,11.083333333333334,12.883333333333333,7.716666666666667,6.433333333333334,16.116666666666667
"1111 E Michigan Ave, Urbana, IL 61801",Urbana,61801,747,1.0,2.0,"$115,000",129300,40.101364,-88.19428,747,1234,125,SINGLE_FAMILY,96140.0,56.0,,8.0,1.0,8.0,2.0,2.0,1.0,10.016666666666667,12.533333333333333,6.0,6.25,17.666666666666668
"1807 Ridge Park Rd, Urbana, IL 61802",Urbana,61802,3209,3.0,5.0,"$390,000",394800,40.078762,-88.184456,3209,3250,125,SINGLE_FAMILY,104500.0,13.0,,2.0,1.0,3.0,1.0,1.0,1.0,13.2,14.816666666666666,10.75,8.466666666666667,15.033333333333333
"2302 Myra Ridge Dr, Urbana, IL 61802",Urbana,61802,2000,2.0,2.0,"$295,000",298500,40.08699,-88.18506,2000,1731,125,MULTI_FAMILY,53790.0,19.0,,2.0,1.0,4.0,3.0,2.0,1.0,12.4,14.016666666666667,8.85,7.666666666666667,15.233333333333333
"1202 Briarcliff Dr, Urbana, IL 61801",Urbana,61801,845,1.0,3.0,"$150,000",151900,40.10106,-88.19427,845,1345,127,SINGLE_FAMILY,96140.0,56.0,,8.0,1.0,7.0,2.0,2.0,1.0,10.05,12.483333333333333,6.033333333333333,6.033333333333333,17.583333333333332
"503 W Vermont Ave, Urbana, IL 61801",Urbana,61801,1329,1.0,3.0,"$289,000",292600,40.099613,-88.213264,1329,1629,127,SINGLE_FAMILY,170972.0,51.0,,4.0,1.0,6.0,13.0,1.0,0.0,7.15,9.666666666666666,5.15,3.2,15.05
"2011 Cureton Dr, Urbana, IL 61801",Urbana,61801,1317,2.0,3.0,"$239,900",239700,40.09245,-88.20094,1317,2191,127,SINGLE_FAMILY,37156.0,61.0,,4.0,1.0,4.0,4.0,2.0,1.0,10.583333333333334,12.383333333333333,7.216666666666667,5.933333333333334,16.083333333333332
"805 W Delaware Ave, Urbana, IL 61801",Urbana,61801,2200,3.0,3.0,"$390,000",395000,40.09877,-88.21832,2200,2997,130,SINGLE_FAMILY,9604.0,42.0,,16.0,4.0,3.0,13.0,1.0,0.0,6.516666666666667,8.766666666666667,4.533333333333333,2.3,14.166666666666666
"403 Willard St, Urbana, IL 61801",Urbana,61801,2200,3.0,3.0,"$305,000",308900,40.0843,-88.2024,2200,2947,130,SINGLE_FAMILY,154570.0,64.0,,0.0,0.0,1.0,5.0,0.0,0.0,11.566666666666666,13.366666666666667,8.816666666666666,6.916666666666667,14.933333333333334
"904 Brighton Dr, Urbana, IL 61801",Urbana,61801,2320,3.0,5.0,"$290,000",293700,40.093273,-88.19636,2320,2861,130,SINGLE_FAMILY,37156.0,64.0,,6.0,1.0,5.0,3.0,2.0,1.0,10.983333333333333,12.783333333333333,7.35,6.316666666666666,16.366666666666667
"2005 S Anderson St, Urbana, IL 61801",Urbana,61801,3183,3.0,4.0,"$390,000",395000,40.092976,-88.19973,3183,2952,130,SINGLE_FAMILY,37156.0,65.0,,6.0,1.0,4.0,4.0,2.0,1.0,10.316666666666666,12.133333333333333,6.683333333333334,5.666666666666667,15.566666666666666
"501 E Burkwood Ct, Urbana, IL 61801",Urbana,61801,1815,2.0,3.0,"$290,000",293800,40.096207,-88.201996,1815,1999,131,SINGLE_FAMILY,51626.0,64.0,,6.0,1.0,6.0,4.0,2.0,1.0,10.45,12.25,6.8,5.783333333333333,17.2
"3203 Fawn Hill Ct, Urbana, IL 61802",Urbana,61802,1900,3.0,,"$385,000",390300,40.07742,-88.19004,1900,3139,131,SINGLE_FAMILY,104500.0,13.0,,2.0,1.0,1.0,2.0,1.0,1.0,12.4,14.016666666666667,9.95,7.666666666666667,13.583333333333334
"504 W Michigan Ave, Urbana, IL 61801",Urbana,61801,2301,2.0,4.0,"$411,000",416400,40.102192,-88.213524,2301,2499,132,SINGLE_FAMILY,170972.0,54.0,,16.0,4.0,8.0,12.0,2.0,0.0,7.25,10.283333333333333,4.75,3.7333333333333334,15.566666666666666
"2002 Eagle Ridge Ct APT B, Urbana, IL 61802",Urbana,61802,1222,2.0,2.0,"$218,000",220900,40.09282,-88.187294,1222,1493,133,SINGLE_FAMILY,53790.0,41.0,,6.0,1.0,4.0,3.0,2.0,2.0,13.016666666666667,14.816666666666666,9.316666666666666,8.366666666666667,16.816666666666666
"304 Dropseed Dr, Savoy, IL 61874",Savoy,61874,1639,2.0,3.0,"$358,000",362500,40.05784,-88.24555,1639,2290,133,SINGLE_FAMILY,150129.0,22.0,,5.0,0.0,3.0,6.0,2.0,1.0,13.916666666666666,12.533333333333333,13.133333333333333,8.283333333333333,7.016666666666667
"3310 Memory Ln, Urbana, IL 61802",Urbana,61802,1551,3.0,4.0,"$380,000",384400,40.076187,-88.184135,1551,2596,133,SINGLE_FAMILY,104500.0,43.0,,2.0,1.0,2.0,1.0,1.0,0.0,13.25,14.866666666666667,10.8,8.516666666666667,14.066666666666666
"2203 Wyld Dr, Urbana, IL 61801",Urbana,61801,2985,3.0,5.0,"$350,000",354800,40.08841,-88.20372,2985,2975,137,SINGLE_FAMILY,63696.0,51.0,,0.0,0.0,2.0,6.0,0.0,0.0,10.716666666666667,12.533333333333333,7.416666666666667,6.066666666666666,14.366666666666667
"2001 S Vine St, Urbana, IL 61801",Urbana,61801,1467,2.0,3.0,"$261,500",265100,40.09293,-88.205154,1467,2354,138,SINGLE_FAMILY,154570.0,50.0,,0.0,0.0,4.0,4.0,0.0,0.0,9.1,10.9,5.783333333333333,4.433333333333334,14.583333333333334
"1605 E Mumford Dr, Urbana, IL 61802",Urbana,61802,2455,3.0,4.0,"$300,000",317100,40.0905,-88.18801,2455,3276,138,SINGLE_FAMILY,53790.0,38.0,,8.0,2.0,7.0,3.0,3.0,2.0,11.85,13.666666666666666,8.166666666666666,7.2,15.666666666666666
"2009 Eagle Ridge Ct APT B, Urbana, IL 61802",Urbana,61802,1745,2.0,3.0,"$211,875",214800,40.091797,-88.188324,1745,1849,138,CONDO,53790.0,43.0,,6.0,2.0,6.0,3.0,3.0,2.0,12.5,14.3,8.8,7.833333333333333,16.3
"710 W Michigan Ave, Urbana, IL 61801",Urbana,61801,2096,2.0,4.0,"$310,000",314400,40.102165,-88.21672,2096,2410,141,SINGLE_FAMILY,136250.0,50.0,,18.0,7.0,6.0,14.0,1.0,0.0,6.383333333333334,9.433333333333334,4.416666666666667,3.3333333333333335,15.2
"52 Chestnut Ct, Champaign, IL 61822",Champaign,61822,2041,2.0,3.0,"$339,500",344500,40.0635,-88.2396,2041,2264,145,SINGLE_FAMILY,150129.0,8.0,,1.0,0.0,2.0,3.0,0.0,0.0,13.05,12.566666666666666,12.266666666666667,7.416666666666667,9.2
"3301 S Pine Cir, Urbana, IL 61802",Urbana,61802,3639,3.0,4.0,"$925,000",938600,40.0763,-88.20261,3639,3519,145,SINGLE_FAMILY,104500.0,12.0,,0.0,0.0,0.0,4.0,0.0,0.0,12.616666666666667,14.233333333333333,9.966666666666667,7.883333333333334,13.183333333333334
"200 Buena Vista Dr, Champaign, IL 61820",Champaign,61820,1449,2.0,3.0,"$251,000",254700,40.101524,-88.24555,1449,1732,145,SINGLE_FAMILY,57140.0,45.0,22,20.0,5.0,4.0,8.0,3.0,0.0,6.433333333333334,4.966666666666667,7.566666666666666,4.016666666666667,11.966666666666667
"1613 Ivanhoe Way, Urbana, IL 61802",Urbana,61802,935,1.0,3.0,"$130,000",133200,40.101505,-88.18814,935,1523,208,SINGLE_FAMILY,55684.0,7.0,,8.0,1.0,6.0,3.0,3.0,1.0,11.333333333333334,13.933333333333334,7.3,8.233333333333333,18.85
"410 Sunnycrest Ct W, Urbana, IL 61801",Urbana,61801,1492,2.0,3.0,"$215,000",250100,40.097683,-88.202324,1492,2010,216,SINGLE_FAMILY,51626.0,63.0,,6.0,1.0,7.0,4.0,2.0,0.0,9.566666666666666,11.416666666666666,6.0,4.966666666666667,16.166666666666668
"109 E Willard St, Urbana, IL 61801",Urbana,61801,1316,2.0,3.0,"$205,000",248500,40.08407,-88.20595,1316,1876,217,SINGLE_FAMILY,154570.0,20.0,,0.0,0.0,1.0,4.0,0.0,0.0,9.75,11.366666666666667,7.766666666666667,5.016666666666667,12.833333333333334
"1102 E Delaware Ave, Urbana, IL 61801",Urbana,61801,1150,2.0,3.0,"$169,900",174500,40.099396,-88.195335,1150,1716,218,SINGLE_FAMILY,96140.0,60.0,,8.0,1.0,7.0,3.0,2.0,1.0,9.65,11.85,6.083333333333333,5.383333333333334,16.8
"1004 E Harding Dr APT 108, Urbana, IL 61801",Urbana,61801,810,1.0,1.0,"$85,000",90900,40.094128,-88.19518,810,1079,222,CONDO,37156.0,57.0,,6.0,1.0,7.0,3.0,2.0,1.0,10.7,12.533333333333333,7.133333333333334,6.083333333333333,16.666666666666668
"1304 E Florida Ave, Urbana, IL 61801",Urbana,61801,780,1.0,2.0,"$131,000",149800,40.09862,-88.19303,780,1058,225,SINGLE_FAMILY,96140.0,55.0,,8.0,1.0,5.0,3.0,2.0,1.0,10.016666666666667,11.816666666666666,6.383333333333334,5.366666666666666,16.733333333333334
"2202 Pond St, Urbana, IL 61801",Urbana,61801,1834,0.0,4.0,"$222,500",228900,40.089657,-88.19353,1834,1386,230,MULTI_FAMILY,63696.0,45.0,,8.0,2.0,4.0,3.0,2.0,2.0,11.366666666666667,13.166666666666666,8.0,6.716666666666667,15.783333333333333
"1805 Ridge Park Rd, Urbana, IL 61802",Urbana,61802,2272,3.0,2.0,"$280,000",288100,40.078762,-88.18469,2272,2719,230,SINGLE_FAMILY,104500.0,14.0,,2.0,1.0,3.0,1.0,1.0,1.0,13.15,14.783333333333333,10.716666666666667,8.416666666666666,15.0
"1311 E Harding Dr, Urbana, IL 61801",Urbana,61801,1592,3.0,3.0,"$100,000",102900,40.0936,-88.19237,1592,1882,230,CONDO,37156.0,39.0,,6.0,1.0,6.0,4.0,2.0,2.0,11.25,13.083333333333334,7.683333333333334,6.633333333333334,16.366666666666667
"3414 Melissa Ln, Urbana, IL 61802",Urbana,61802,1614,2.0,3.0,"$330,000",340000,40.075905,-88.189995,1614,2848,236,SINGLE_FAMILY,104500.0,10.0,,2.0,1.0,0.0,1.0,1.0,0.0,12.266666666666667,13.883333333333333,9.816666666666666,7.533333333333333,13.083333333333334
"510 W Vermont Ave, Urbana, IL 61801",Urbana,61801,1372,3.0,3.0,"$280,000",307400,40.100086,-88.21391,1372,2453,242,SINGLE_FAMILY,170972.0,49.0,,10.0,2.0,6.0,13.0,1.0,0.0,7.066666666666666,9.566666666666666,5.066666666666666,3.1166666666666667,14.95
"1106 E Mumford Dr, Urbana, IL 61801",Urbana,61801,1806,2.0,4.0,"$212,400",219200,40.09092,-88.19478,1806,2053,242,SINGLE_FAMILY,37156.0,51.0,,7.0,1.0,5.0,3.0,2.0,2.0,10.666666666666666,12.466666666666667,7.283333333333333,6.0,15.566666666666666
"2203 Philo Rd, Urbana, IL 61802",Urbana,61802,1198,2.0,3.0,"$172,500",178000,40.08978,-88.1909,1198,1737,242,SINGLE_FAMILY,63696.0,39.0,,8.0,2.0,6.0,3.0,3.0,2.0,11.933333333333334,13.733333333333333,8.25,7.266666666666667,15.383333333333333
"3407 Melissa Ln, Urbana, IL 61802",Urbana,61802,1614,2.0,3.0,"$331,900",342700,40.075905,-88.189995,1614,2830,245,SINGLE_FAMILY,104500.0,10.0,,2.0,1.0,0.0,1.0,1.0,0.0,12.266666666666667,13.883333333333333,9.816666666666666,7.533333333333333,13.083333333333334
"1202 E Pennsylvania Ave, Urbana, IL 61801",Urbana,61801,825,1.0,2.0,"$149,900",155200,40.10029,-88.19441,825,1339,256,SINGLE_FAMILY,96140.0,54.0,,8.0,1.0,6.0,2.0,2.0,1.0,9.716666666666667,12.3,6.166666666666667,5.833333333333333,17.333333333333332
"3408 Melissa Ln, Urbana, IL 61802",Urbana,61802,1798,3.0,3.0,"$364,200",377300,40.075905,-88.189995,1798,3122,258,SINGLE_FAMILY,104500.0,57.0,,2.0,1.0,0.0,1.0,1.0,0.0,12.266666666666667,13.883333333333333,9.816666666666666,7.533333333333333,13.083333333333334
"28 Montclair Rd, Urbana, IL 61801",Urbana,61801,1337,1.0,3.0,"$225,000",233100,40.095398,-88.20585,1337,1687,265,SINGLE_FAMILY,51626.0,58.0,,0.0,0.0,6.0,6.0,0.0,0.0,8.866666666666667,10.666666666666666,5.616666666666666,4.2,14.566666666666666
"1816 Larch Pl, Urbana, IL 61801",Urbana,61801,910,1.0,3.0,"$130,000",134800,40.095253,-88.196815,910,1362,270,SINGLE_FAMILY,51626.0,58.0,,6.0,1.0,6.0,4.0,2.0,1.0,10.4,12.233333333333333,6.833333333333333,5.783333333333333,16.216666666666665
"3413 Melissa Ln, Urbana, IL 61802",Urbana,61802,1614,2.0,3.0,"$332,250",345100,40.075905,-88.189995,1614,2848,270,SINGLE_FAMILY,104500.0,47.0,,2.0,1.0,0.0,1.0,1.0,0.0,12.266666666666667,13.883333333333333,9.816666666666666,7.533333333333333,13.083333333333334
"2313 S Anderson St, Urbana, IL 61801",Urbana,61801,1834,2.0,,"$175,000",181500,40.08646,-88.19974,1834,1519,271,MULTI_FAMILY,63696.0,37.0,,1.0,1.0,1.0,3.0,0.0,0.0,11.016666666666667,12.816666666666666,7.65,6.366666666666666,14.316666666666666
"601 E Evergreen Ct, Urbana, IL 61801",Urbana,61801,2401,3.0,3.0,"$307,000",319100,40.095337,-88.20109,2401,2545,281,SINGLE_FAMILY,51626.0,38.0,,6.0,1.0,6.0,3.0,2.0,1.0,10.45,12.25,6.8,5.783333333333333,16.9
"3109 Chatham Dr, Urbana, IL 61802",Urbana,61802,1375,2.0,2.0,"$112,000",116500,40.07795,-88.18654,1375,2027,284,SINGLE_FAMILY,104500.0,12.0,,2.0,1.0,3.0,1.0,1.0,1.0,12.933333333333334,14.55,10.483333333333333,8.2,14.116666666666667
"2027 S Falcon Ct, Urbana, IL 61802",Urbana,61802,2613,4.0,4.0,"$385,000",400400,40.09164,-88.18577,2613,3257,284,SINGLE_FAMILY,53790.0,35.0,,6.0,1.0,6.0,3.0,3.0,2.0,12.816666666666666,14.616666666666667,9.133333333333333,8.166666666666666,16.616666666666667
"2504 Combes St, Urbana, IL 61801",Urbana,61801,1605,2.0,3.0,"$196,000",204000,40.085457,-88.19414,1605,1867,288,SINGLE_FAMILY,63696.0,32.0,,2.0,1.0,4.0,3.0,1.0,1.0,11.666666666666666,13.3,9.083333333333334,6.933333333333334,14.766666666666667
"103 E Sherwin Dr, Urbana, IL 61802",Urbana,61802,2600,3.0,4.0,"$375,000",390700,40.073257,-88.20667,2600,3126,293,SINGLE_FAMILY,104500.0,32.0,,0.0,0.0,0.0,2.0,0.0,0.0,11.183333333333334,12.8,8.533333333333333,6.45,11.75
"1502 S Orchard St, Urbana, IL 61801",Urbana,61801,2243,3.0,3.0,"$365,000",380300,40.099606,-88.21412,2243,3284,293,SINGLE_FAMILY,170972.0,49.0,,8.0,2.0,6.0,13.0,1.0,0.0,6.916666666666667,9.3,4.916666666666667,2.8333333333333335,14.683333333333334
"503 E Burkwood Ct, Urbana, IL 61801",Urbana,61801,1986,2.0,3.0,"$245,000",282100,40.09622,-88.20171,1986,2078,293,SINGLE_FAMILY,51626.0,35.0,,6.0,1.0,6.0,4.0,2.0,1.0,10.416666666666666,12.216666666666667,6.783333333333333,5.75,17.166666666666668
"2103 Ikenberry Ct, Urbana, IL 61802",Urbana,61802,3483,4.0,4.0,"$425,000",442800,40.09039,-88.18672,3483,3717,293,SINGLE_FAMILY,53790.0,35.0,,8.0,2.0,6.0,3.0,3.0,2.0,12.516666666666667,14.316666666666666,8.816666666666666,7.85,16.316666666666666
"1708 Marc Trl, Urbana, IL 61802",Urbana,61802,1803,3.0,3.0,"$279,000",291400,40.076347,-88.18572,1803,2929,300,SINGLE_FAMILY,104500.0,39.0,,2.0,1.0,2.0,1.0,1.0,0.0,12.833333333333334,14.45,10.383333333333333,8.1,13.65
"1306 E Mumford Dr, Urbana, IL 61801",Urbana,61801,2058,2.0,,"$165,000",252500,40.09093,-88.19216,2058,1366,307,MULTI_FAMILY,37156.0,39.0,,7.0,2.0,5.0,3.0,2.0,2.0,11.45,13.25,8.066666666666666,6.783333333333333,15.833333333333334
"1612 E Horizon Ln, Urbana, IL 61802",Urbana,61802,1402,2.0,3.0,"$304,000",319300,40.074184,-88.18696,1402,2463,315,SINGLE_FAMILY,104500.0,9.0,,2.0,1.0,0.0,1.0,0.0,0.0,13.4,15.033333333333333,10.966666666666667,8.683333333333334,13.65
"1709 E Horizon Ln, Urbana, IL 61802",Urbana,61802,2138,4.0,4.0,"$360,000",378100,40.07375,-88.185715,2138,3249,315,SINGLE_FAMILY,104500.0,7.0,,1.0,0.0,0.0,1.0,0.0,0.0,13.583333333333334,15.2,11.133333333333333,8.85,13.816666666666666
"2003 E Michigan Ave, Urbana, IL 61802",Urbana,61802,1085,1.0,3.0,"$120,000",125600,40.10152,-88.18339,1085,1537,316,SINGLE_FAMILY,55684.0,39.0,,6.0,1.0,4.0,3.0,2.0,1.0,11.45,14.25,7.416666666666667,7.8,18.416666666666668
"614 W Florida Ave, Urbana, IL 61801",Urbana,61801,1462,1.0,3.0,"$199,000",208400,40.098476,-88.21582,1462,1666,319,SINGLE_FAMILY,136250.0,46.0,,8.0,3.0,5.0,13.0,1.0,0.0,6.95,8.75,4.983333333333333,2.3,14.133333333333333
"1708 Trails Dr, Urbana, IL 61802",Urbana,61802,1300,2.0,3.0,"$227,000",237800,40.07709,-88.18549,1300,2273,321,SINGLE_FAMILY,104500.0,11.0,,2.0,1.0,3.0,1.0,1.0,0.0,12.816666666666666,14.433333333333334,10.366666666666667,8.083333333333334,14.0
"109 W McHenry St, Urbana, IL 61801",Urbana,61801,1868,2.0,4.0,"$240,000",251700,40.086693,-88.20834,1868,2501,326,SINGLE_FAMILY,154570.0,25.0,,0.0,0.0,3.0,4.0,0.0,0.0,9.55,11.35,6.483333333333333,4.883333333333334,13.183333333333334
"1110 Silver St, Urbana, IL 61801",Urbana,61801,2136,2.0,4.0,"$261,900",274700,40.091717,-88.19392,2136,2127,326,SINGLE_FAMILY,37156.0,51.0,,6.0,1.0,7.0,4.0,2.0,2.0,11.566666666666666,13.366666666666667,7.916666666666667,6.916666666666667,15.9
"1102 E Florida Ave, Urbana, IL 61801",Urbana,61801,925,1.0,3.0,"$105,000",110100,40.098595,-88.19533,925,1375,327,SINGLE_FAMILY,96140.0,60.0,,8.0,1.0,6.0,3.0,2.0,1.0,9.833333333333334,11.633333333333333,6.266666666666667,5.183333333333334,16.583333333333332
"705 W Pennsylvania Ave, Urbana, IL 61801",Urbana,61801,3208,3.0,5.0,"$629,900",662900,40.100388,-88.21622,3208,3248,329,SINGLE_FAMILY,136250.0,48.0,,16.0,5.0,5.0,13.0,1.0,0.0,6.383333333333334,9.433333333333334,4.416666666666667,2.8333333333333335,14.683333333333334
"2005 Vawter St, Urbana, IL 61801",Urbana,61801,1260,2.0,3.0,"$115,000",148800,40.09283,-88.19202,1260,1580,333,TOWNHOUSE,37156.0,46.0,,6.0,1.0,7.0,4.0,2.0,2.0,12.116666666666667,13.966666666666667,8.516666666666667,7.5,16.033333333333335
"1320 Alms Ave, Champaign, IL 61820",Champaign,61820,2780,2.0,,"$260,000",273700,40.100193,-88.247536,2780,1353,334,MULTI_FAMILY,57140.0,21.0,22,20.0,5.0,5.0,7.0,4.0,0.0,7.316666666666666,5.3,8.466666666666667,4.566666666666666,12.85
"3502 Melissa Ln, Urbana, IL 61802",Urbana,61802,1813,2.0,3.0,"$350,000",368600,40.075905,-88.189995,1813,3057,334,SINGLE_FAMILY,104500.0,19.0,,2.0,1.0,0.0,1.0,1.0,0.0,12.266666666666667,13.883333333333333,9.816666666666666,7.533333333333333,13.083333333333334
"2507 Grange Dr, Urbana, IL 61801",Urbana,61801,1623,2.0,3.0,"$235,000",246900,40.084217,-88.2077,1623,1991,336,SINGLE_FAMILY,154570.0,19.0,,0.0,0.0,2.0,4.0,0.0,0.0,10.633333333333333,12.25,7.566666666666666,5.983333333333333,13.716666666666667
"1008 E Delaware Ave, Urbana, IL 61801",Urbana,61801,1225,2.0,3.0,"$155,000",189100,40.099384,-88.19582,1225,1734,337,SINGLE_FAMILY,84474.0,61.0,,8.0,1.0,7.0,3.0,2.0,1.0,9.666666666666666,11.833333333333334,6.083333333333333,5.383333333333334,16.783333333333335
"3106 Chatham Dr #A, Urbana, IL 61802",Urbana,61802,1330,2.0,2.0,"$156,000",163900,40.078186,-88.185905,1330,1830,337,TOWNHOUSE,104500.0,54.0,,2.0,1.0,3.0,1.0,1.0,1.0,13.016666666666667,14.633333333333333,10.566666666666666,8.283333333333333,14.2
"1906 S Prairie Winds Dr, Urbana, IL 61802",Urbana,61802,1700,2.0,2.0,"$230,000",242200,40.09382,-88.18635,1700,1457,341,SINGLE_FAMILY,53790.0,61.0,,6.0,1.0,4.0,2.0,2.0,2.0,12.083333333333334,14.066666666666666,8.066666666666666,7.616666666666666,16.75
"1002 E Florida Ave, Urbana, IL 61801",Urbana,61801,870,1.0,3.0,"$135,000",142300,40.098637,-88.19651,870,1335,342,SINGLE_FAMILY,84474.0,59.0,,8.0,1.0,6.0,3.0,2.0,1.0,9.616666666666667,11.416666666666666,5.983333333333333,4.966666666666667,16.366666666666667
"309 Sunflower St, Savoy, IL 61874",Savoy,61874,2295,3.0,4.0,"$343,000",361600,40.058334,-88.24485,2295,2756,342,SINGLE_FAMILY,150129.0,5.0,,5.0,0.0,3.0,5.0,2.0,1.0,13.25,12.783333333333333,12.466666666666667,7.616666666666666,7.533333333333333
"1805 Glenwood Oaks Ct, Urbana, IL 61801",Urbana,61801,1512,2.0,2.0,"$15,250",132900,40.095814,-88.196365,1512,1914,347,CONDO,51626.0,59.0,,6.0,1.0,6.0,3.0,2.0,1.0,11.016666666666667,12.816666666666666,7.6,6.366666666666666,17.633333333333333
"1308 Briarcliff Dr, Urbana, IL 61801",Urbana,61801,856,1.0,3.0,"$150,000",158000,40.10048,-88.19251,856,1329,350,SINGLE_FAMILY,96140.0,55.0,,8.0,1.0,6.0,3.0,2.0,1.0,10.316666666666666,12.75,6.3,6.3,17.25
"1910 S Race St, Urbana, IL 61801",Urbana,61801,1407,2.0,3.0,"$230,000",242300,40.094532,-88.209175,1407,2038,351,SINGLE_FAMILY,154570.0,44.0,,0.0,0.0,3.0,9.0,0.0,0.0,8.35,10.15,5.283333333333333,3.7,13.916666666666666
"503 E Colorado Ave, Urbana, IL 61801",Urbana,61801,1780,1.5,,"$142,500",241600,40.094414,-88.20203,1780,1896,356,SINGLE_FAMILY,37156.0,59.0,,5.0,1.0,4.0,4.0,2.0,1.0,9.416666666666666,11.283333333333333,5.85,4.816666666666666,15.233333333333333
"102 E Willard St, Urbana, IL 61801",Urbana,61801,2094,2.0,4.0,"$235,000",247900,40.084553,-88.20699,2094,2676,358,SINGLE_FAMILY,154570.0,36.0,,0.0,0.0,2.0,4.0,0.0,0.0,10.633333333333333,12.433333333333334,7.566666666666666,5.983333333333333,14.266666666666667
